ts,model,dtype,tp_size,worker,analyzer,storage_variant,mode,hooks_on,prompt_len,max_tokens,batch_size,n_layers_captured,enable_prefix_caching,enforce_eager,vllm_version,plugin_version,cuda_version,gpu_model,run_id,profile_tier,rep_idx,row,rep_count,gen_lat_mean,wait_lat_mean,analyze_lat_mean,total_lat_mean,prefill_tok_per_sec,decode_tok_per_sec,peak_gpu_mb,artifact_kb_mean,cuda_alloc_mb_max,cuda_peak_alloc_mb_max,cuda_peak_alloc_mb_mean,cuda_reserved_mb_max,cuda_peak_reserved_mb_max,cuda_alloc_delta_mb_max,cuda_alloc_delta_mb_mean,host_rss_mb_max,host_rss_delta_mb_max,gauge.mem.gpu_mb.count,gauge.mem.gpu_mb.sum,gauge.mem.gpu_mb.mean,gauge.mem.gpu_mb.min,gauge.mem.gpu_mb.max,gauge.mem.gpu_mb.std,gauge.mem.gpu_mb.p50,gauge.mem.gpu_mb.p90,gauge.mem.gpu_mb.p99,gauge.mem.host_rss_mb.count,gauge.mem.host_rss_mb.sum,gauge.mem.host_rss_mb.mean,gauge.mem.host_rss_mb.min,gauge.mem.host_rss_mb.max,gauge.mem.host_rss_mb.std,gauge.mem.host_rss_mb.p50,gauge.mem.host_rss_mb.p90,gauge.mem.host_rss_mb.p99,plan_idx,cell_wall_s,timer.hookllm.build_extra.count,timer.hookllm.build_extra.sum,timer.hookllm.build_extra.mean,timer.hookllm.build_extra.min,timer.hookllm.build_extra.max,timer.hookllm.build_extra.std,timer.hookllm.build_extra.p50,timer.hookllm.build_extra.p90,timer.hookllm.build_extra.p99,timer.rpc.get_states.count,timer.rpc.get_states.sum,timer.rpc.get_states.mean,timer.rpc.get_states.min,timer.rpc.get_states.max,timer.rpc.get_states.std,timer.rpc.get_states.p50,timer.rpc.get_states.p90,timer.rpc.get_states.p99,timer.rpc.decompress.count,timer.rpc.decompress.sum,timer.rpc.decompress.mean,timer.rpc.decompress.min,timer.rpc.decompress.max,timer.rpc.decompress.std,timer.rpc.decompress.p50,timer.rpc.decompress.p90,timer.rpc.decompress.p99,timer.hookllm.generate.count,timer.hookllm.generate.sum,timer.hookllm.generate.mean,timer.hookllm.generate.min,timer.hookllm.generate.max,timer.hookllm.generate.std,timer.hookllm.generate.p50,timer.hookllm.generate.p90,timer.hookllm.generate.p99,timer.analyzer.kernel.count,timer.analyzer.kernel.sum,timer.analyzer.kernel.mean,timer.analyzer.kernel.min,timer.analyzer.kernel.max,timer.analyzer.kernel.std,timer.analyzer.kernel.p50,timer.analyzer.kernel.p90,timer.analyzer.kernel.p99,timer.hookllm.analyze.count,timer.hookllm.analyze.sum,timer.hookllm.analyze.mean,timer.hookllm.analyze.min,timer.hookllm.analyze.max,timer.hookllm.analyze.std,timer.hookllm.analyze.p50,timer.hookllm.analyze.p90,timer.hookllm.analyze.p99,gauge.hookllm.prompts.count,gauge.hookllm.prompts.sum,gauge.hookllm.prompts.mean,gauge.hookllm.prompts.min,gauge.hookllm.prompts.max,gauge.hookllm.prompts.std,gauge.hookllm.prompts.p50,gauge.hookllm.prompts.p90,gauge.hookllm.prompts.p99,gauge.rpc.payload_bytes.count,gauge.rpc.payload_bytes.sum,gauge.rpc.payload_bytes.mean,gauge.rpc.payload_bytes.min,gauge.rpc.payload_bytes.max,gauge.rpc.payload_bytes.std,gauge.rpc.payload_bytes.p50,gauge.rpc.payload_bytes.p90,gauge.rpc.payload_bytes.p99,counter.hookllm.generate.calls,counter.hookllm.analyze.calls,timer.hookllm.merge_probes.count,timer.hookllm.merge_probes.sum,timer.hookllm.merge_probes.mean,timer.hookllm.merge_probes.min,timer.hookllm.merge_probes.max,timer.hookllm.merge_probes.std,timer.hookllm.merge_probes.p50,timer.hookllm.merge_probes.p90,timer.hookllm.merge_probes.p99
2026-06-02 15:52:52,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,1,16,,False,True,,,,,,1,0,baseline,3,0.0955553458382686,5.0800542036692304e-06,2.3034711678822836e-07,0.09556065623958905,43149.5174442145,168.5528025164629,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.6015625,0.0,6,103268.625,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,6,6615.609375,1102.6015625,1102.6015625,1102.6015625,0.0,1102.6015625,1102.6015625,1102.6015625,11,176.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:56:11,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,32,16,,False,True,,,,,,1,0,baseline,3,0.6577839823439717,5.093713601430257e-06,2.6263296604156494e-07,0.6577893386905392,6233.2898250093285,779.1612281261661,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.83203125,0.0,38,654034.625,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,38,41793.6171875,1099.83203125,1099.83203125,1099.83203125,0.0,1099.83203125,1099.83203125,1099.83203125,12,199.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:59:22,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,1024,1,1,,False,True,,,,,,1,0,baseline,3,0.03674946539103985,5.950219929218292e-06,1.6981114943822226e-07,0.03675558542211851,27984.557571005193,27.32866950293476,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.26171875,0.0,2,34422.875,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,2,2214.5234375,1107.26171875,1107.26171875,1107.26171875,0.0,1107.26171875,1107.26171875,1107.26171875,13,190.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:03:00,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,1024,32,1,,False,True,,,,,,1,0,baseline,3,0.6295113659774264,5.873230596383412e-06,3.265837828318278e-07,0.6295175657918056,1628.4699187604167,50.88968496126302,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.4453125,0.0,28,481920.25,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,28,31008.46875,1107.4453125,1107.4453125,1107.4453125,0.0,1107.4453125,1107.4453125,1107.4453125,14,217.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:06:15,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,1024,1,4,,False,True,,,,,,1,0,baseline,3,0.08968303011109431,5.119480192661285e-06,2.7722368637720746e-07,0.08968842681497335,46403.53934362431,45.315956390258116,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.2109375,0.0,5,86057.1875,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,5,5536.0546875,1107.2109375,1107.2109375,1107.2109375,0.0,1107.2109375,1107.2109375,1107.2109375,15,195.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:09:29,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,1024,32,4,,False,True,,,,,,1,0,baseline,3,0.7213123611484965,5.3731103738149004e-06,2.6635825634002686e-07,0.7213180006171266,5736.520382476352,179.266261952386,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.69140625,0.0,36,619611.75,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,36,39948.890625,1109.69140625,1109.69140625,1109.69140625,0.0,1109.69140625,1109.69140625,1109.69140625,16,194.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:12:45,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,1024,1,16,,False,True,,,,,,1,0,baseline,3,0.2552548445140322,5.466863512992859e-06,1.6670674085617065e-07,0.25526047808428604,64306.49344546475,62.79931000533667,17491.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.4921875,0.0,16,279863.0,17491.4375,17491.4375,17491.4375,0.0,17491.4375,17491.4375,17491.4375,16,17879.875,1117.4921875,1117.4921875,1117.4921875,0.0,1117.4921875,1117.4921875,1117.4921875,17,195.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:15:32,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,1024,32,16,,False,True,,,,,,1,0,baseline,3,0.8836229648441076,6.113511820634206e-06,2.8995176156361896e-07,0.8836293683076898,18599.249763704633,581.2265551157698,17491.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.71875,0.0,45,787114.6875,17491.4375,17491.4375,17491.4375,0.0,17491.4375,17491.4375,17491.4375,45,50027.34375,1111.71875,1111.71875,1111.71875,0.0,1111.71875,1111.71875,1111.71875,18,167.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:18:37,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,16,1,1,,False,True,,,,,,1,0,baseline,3,0.024096534277002018,5.546646813551585e-06,2.5642414887746173e-07,0.024102337347964447,667.1060562492725,41.69412851557953,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.75,0.0,2,34422.875,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,2,2221.5,1110.75,1110.75,1110.75,0.0,1110.75,1110.75,1110.75,19,184.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:21:49,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,16,32,1,,False,True,,,,,,1,0,baseline,3,0.5954879531636834,5.667097866535187e-06,3.1944364309310913e-07,0.595493939705193,26.869220439913146,53.73844087982629,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.29296875,0.0,35,602400.3125,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,35,39175.25390625,1119.29296875,1119.29296875,1119.29296875,0.0,1119.29296875,1119.29296875,1119.29296875,20,191.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:25:05,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,16,1,4,,False,True,,,,,,1,0,baseline,3,0.0583339212462306,5.479591588179271e-06,3.334134817123413e-07,0.05833973425130049,1546.9359046880672,96.6834940430042,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.27734375,0.0,3,51634.3125,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,3,3351.83203125,1117.27734375,1117.27734375,1117.27734375,0.0,1117.27734375,1117.27734375,1117.27734375,21,195.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:28:26,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,16,32,4,,False,True,,,,,,1,0,baseline,3,0.6422677418837944,6.037143369515737e-06,2.6014943917592365e-07,0.6422740391766032,99.72126529081167,199.44253058162334,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.89453125,0.0,37,636823.1875,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,37,41325.09765625,1116.89453125,1116.89453125,1116.89453125,0.0,1116.89453125,1116.89453125,1116.89453125,22,201.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:31:45,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,16,1,16,,False,True,,,,,,1,0,baseline,3,0.07215591085453828,5.766438941160838e-06,3.098199764887492e-07,0.07216198711345594,3944.025228100929,246.50157675630805,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.13671875,0.0,5,86057.1875,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,5,5570.68359375,1114.13671875,1114.13671875,1114.13671875,0.0,1114.13671875,1114.13671875,1114.13671875,23,199.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:35:06,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,16,32,16,,False,True,,,,,,1,0,baseline,3,0.6651463815942407,5.5034955342610674e-06,3.132348259290059e-07,0.6651521983246008,385.0863012815671,770.1726025631342,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.41796875,0.0,29,499131.6875,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,29,32289.12109375,1113.41796875,1113.41796875,1113.41796875,0.0,1113.41796875,1113.41796875,1113.41796875,24,200.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:38:04,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,256,1,1,,False,True,,,,,,1,0,baseline,3,0.031179457902908325,5.436440308888753e-06,3.234793742497762e-07,0.031185217822591465,8262.23504889372,32.2743556597411,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.6875,0.0,2,34422.875,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,2,2229.375,1114.6875,1114.6875,1114.6875,0.0,1114.6875,1114.6875,1114.6875,25,178.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:41:12,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,256,32,1,,False,True,,,,,,1,0,baseline,3,0.6060624948392311,6.062909960746765e-06,2.4711092313130695e-07,0.606068804860115,422.4198493553206,52.802481169415074,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.69140625,0.0,29,499131.6875,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,29,32326.05078125,1114.69140625,1114.69140625,1114.69140625,0.0,1114.69140625,1114.69140625,1114.69140625,26,188.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 16:44:37,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,all_tokens,prefill,256,1,4,,False,True,,,,,,1,0,baseline,3,0.055063035959998764,5.2265822887420654e-06,2.070640524228414e-07,0.05506846960633993,18839.51029744832,73.5918370994075,17211.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.9375,0.0,3,51634.3125,17211.4375,17211.4375,17211.4375,0.0,17211.4375,17211.4375,17211.4375,3,3341.8125,1113.9375,1113.9375,1113.9375,0.0,1113.9375,1113.9375,1113.9375,27,204.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
