ts,model,dtype,tp_size,worker,analyzer,storage_variant,mode,hooks_on,prompt_len,max_tokens,batch_size,n_layers_captured,enable_prefix_caching,enforce_eager,vllm_version,plugin_version,cuda_version,gpu_model,run_id,profile_tier,rep_idx,row,rep_count,gen_lat_mean,wait_lat_mean,analyze_lat_mean,total_lat_mean,prefill_tok_per_sec,decode_tok_per_sec,peak_gpu_mb,artifact_kb_mean,cuda_alloc_mb_max,cuda_peak_alloc_mb_max,cuda_peak_alloc_mb_mean,cuda_reserved_mb_max,cuda_peak_reserved_mb_max,cuda_alloc_delta_mb_max,cuda_alloc_delta_mb_mean,host_rss_mb_max,host_rss_delta_mb_max,gauge.mem.gpu_mb.count,gauge.mem.gpu_mb.sum,gauge.mem.gpu_mb.mean,gauge.mem.gpu_mb.min,gauge.mem.gpu_mb.max,gauge.mem.gpu_mb.std,gauge.mem.gpu_mb.p50,gauge.mem.gpu_mb.p90,gauge.mem.gpu_mb.p99,gauge.mem.host_rss_mb.count,gauge.mem.host_rss_mb.sum,gauge.mem.host_rss_mb.mean,gauge.mem.host_rss_mb.min,gauge.mem.host_rss_mb.max,gauge.mem.host_rss_mb.std,gauge.mem.host_rss_mb.p50,gauge.mem.host_rss_mb.p90,gauge.mem.host_rss_mb.p99,plan_idx,cell_wall_s,timer.hookllm.build_extra.count,timer.hookllm.build_extra.sum,timer.hookllm.build_extra.mean,timer.hookllm.build_extra.min,timer.hookllm.build_extra.max,timer.hookllm.build_extra.std,timer.hookllm.build_extra.p50,timer.hookllm.build_extra.p90,timer.hookllm.build_extra.p99,timer.rpc.flush_disk.count,timer.rpc.flush_disk.sum,timer.rpc.flush_disk.mean,timer.rpc.flush_disk.min,timer.rpc.flush_disk.max,timer.rpc.flush_disk.std,timer.rpc.flush_disk.p50,timer.rpc.flush_disk.p90,timer.rpc.flush_disk.p99,timer.hookllm.generate.count,timer.hookllm.generate.sum,timer.hookllm.generate.mean,timer.hookllm.generate.min,timer.hookllm.generate.max,timer.hookllm.generate.std,timer.hookllm.generate.p50,timer.hookllm.generate.p90,timer.hookllm.generate.p99,timer.io.artifact_load.safetensors.count,timer.io.artifact_load.safetensors.sum,timer.io.artifact_load.safetensors.mean,timer.io.artifact_load.safetensors.min,timer.io.artifact_load.safetensors.max,timer.io.artifact_load.safetensors.std,timer.io.artifact_load.safetensors.p50,timer.io.artifact_load.safetensors.p90,timer.io.artifact_load.safetensors.p99,timer.analyzer.kernel.count,timer.analyzer.kernel.sum,timer.analyzer.kernel.mean,timer.analyzer.kernel.min,timer.analyzer.kernel.max,timer.analyzer.kernel.std,timer.analyzer.kernel.p50,timer.analyzer.kernel.p90,timer.analyzer.kernel.p99,timer.hookllm.analyze.count,timer.hookllm.analyze.sum,timer.hookllm.analyze.mean,timer.hookllm.analyze.min,timer.hookllm.analyze.max,timer.hookllm.analyze.std,timer.hookllm.analyze.p50,timer.hookllm.analyze.p90,timer.hookllm.analyze.p99,gauge.hookllm.prompts.count,gauge.hookllm.prompts.sum,gauge.hookllm.prompts.mean,gauge.hookllm.prompts.min,gauge.hookllm.prompts.max,gauge.hookllm.prompts.std,gauge.hookllm.prompts.p50,gauge.hookllm.prompts.p90,gauge.hookllm.prompts.p99,gauge.io.bytes_read.safetensors.count,gauge.io.bytes_read.safetensors.sum,gauge.io.bytes_read.safetensors.mean,gauge.io.bytes_read.safetensors.min,gauge.io.bytes_read.safetensors.max,gauge.io.bytes_read.safetensors.std,gauge.io.bytes_read.safetensors.p50,gauge.io.bytes_read.safetensors.p90,gauge.io.bytes_read.safetensors.p99,gauge.io.bytes_read.json.count,gauge.io.bytes_read.json.sum,gauge.io.bytes_read.json.mean,gauge.io.bytes_read.json.min,gauge.io.bytes_read.json.max,gauge.io.bytes_read.json.std,gauge.io.bytes_read.json.p50,gauge.io.bytes_read.json.p90,gauge.io.bytes_read.json.p99,counter.hookllm.generate.calls,counter.hookllm.analyze.calls
2026-06-02 15:03:37,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,16,1,16,,False,True,,,,,,1,0,plugin_idle,5,0.03436496327631176,4.085339605808258e-06,2.1639280021190643e-07,0.03436926500871777,7454.208130437088,465.888008152318,41876.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.69140625,0.0,4,167504.25,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,4,5234.765625,1308.69140625,1308.69140625,1308.69140625,0.0,1308.69140625,1308.69140625,1308.69140625,11,23.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:04:08,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,16,32,16,,False,True,,,,,,1,0,plugin_idle,5,0.5928637525998056,4.86522912979126e-06,2.3664906620979309e-07,0.5928688544780016,432.31185671071245,864.6237134214249,41876.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.55859375,0.0,59,2470687.6875,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,59,77381.95703125,1311.55859375,1311.55859375,1311.55859375,0.0,1311.55859375,1311.55859375,1311.55859375,12,30.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:04:32,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,1,1,,False,True,,,,,,1,0,plugin_idle,5,0.016906978003680705,3.6365818232297897e-06,1.4603137969970704e-07,0.016910760616883635,15148.518242150687,59.17389938340112,41876.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.16796875,0.0,1,41876.0625,41876.0625,41876.0625,41876.0625,,,,,1,1310.16796875,1310.16796875,1310.16796875,1310.16796875,,,,,13,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:05:01,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,32,1,,False,True,,,,,,1,0,plugin_idle,5,0.48402626141905786,1.1437386274337768e-05,2.4656765162944794e-07,0.48403794537298384,528.9266220214947,66.11582775268684,41876.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.44921875,0.0,47,1968174.9375,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,47,61732.11328125,1313.44921875,1313.44921875,1313.44921875,0.0,1313.44921875,1313.44921875,1313.44921875,14,29.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:05:26,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,1,16,,False,True,,,,,,1,0,plugin_idle,5,0.07517458903603255,3.488874062895775e-06,2.2817403078079224e-07,0.07517830608412623,54535.08601613287,213.027679750519,41876.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.984375,0.0,7,293132.4375,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,7,9239.890625,1319.984375,1319.984375,1319.984375,0.0,1319.984375,1319.984375,1319.984375,15,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:05:57,Qwen/Qwen2-1.5B-Instruct,float16,1,,,rpc,last_token,prefill,256,32,16,,False,True,,,,,,1,0,plugin_idle,5,0.5691572144161909,4.043616354465485e-06,2.1853484213352204e-07,0.5691614765673876,7198.535503677964,899.8169379597455,41876.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.21484375,0.0,56,2345059.5,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,56,73876.03125,1319.21484375,1319.21484375,1319.21484375,0.0,1319.21484375,1319.21484375,1319.21484375,16,30.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:06:23,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,last_token,prefill,16,1,1,,False,True,,,,,,1,0,probe_hook_qk,5,0.020102051179856063,0.010715882573276759,0.19283919199369848,0.2236571257468313,797.102231344693,49.81888945904331,41876.0625,14.397265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.6875,1.0,23,963149.4375,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,23,30113.8125,1309.296195652174,1308.6875,1309.6875,0.4990108793478454,1309.6875,1309.6875,1309.6875,17,25.972,5,0.0581981148570776,0.01163962297141552,0.00881589949131012,0.018344027921557426,0.0038774449524743688,0.010911142453551292,0.018344027921557426,0.018344027921557426,5,3.941664006561041,0.7883328013122082,0.7053150329738855,0.9289849549531937,0.08661398202820834,0.7503689266741276,0.9289849549531937,0.9289849549531937,5,100.30885599553585,20.06177119910717,19.34174494817853,21.43941493704915,0.8744817551080117,19.658379023894668,21.43941493704915,21.43941493704915,5,2.585767302662134,0.5171534605324268,0.45122718438506126,0.6215879693627357,0.07586071780949492,0.4747118800878525,0.6215879693627357,0.6215879693627357,5,963.2620753254741,192.65241506509483,169.703490100801,258.77776299603283,37.27709567925748,175.81544118002057,258.77776299603283,258.77776299603283,5,963.7207968626171,192.74415937252343,169.79443095624447,258.87617701664567,37.280124007967295,175.91057997196913,258.87617701664567,258.87617701664567,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,57360.0,11472.0,11472.0,11472.0,0.0,11472.0,11472.0,11472.0,5,16354.0,3270.8,3254.0,3285.0,12.497999839974394,3269.0,3285.0,3285.0,5,5
2026-06-02 15:06:52,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,last_token,prefill,16,32,1,,False,True,,,,,,1,0,probe_hook_qk,5,0.5133530422579498,0.010790300369262696,0.17574205002747476,0.6998853926546872,31.17510611655993,62.35021223311986,41876.0625,14.396875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.98046875,0.0,70,2931324.375,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,70,91348.6328125,1304.98046875,1304.98046875,1304.98046875,0.0,1304.98046875,1304.98046875,1304.98046875,18,29.109,5,0.07911701686680317,0.015823403373360634,0.008766073733568192,0.036136945709586143,0.011421630962661244,0.011230818927288055,0.036136945709586143,0.036136945709586143,5,6.063910899683833,1.2127821799367666,1.0220198892056942,1.502312021329999,0.17663652703481997,1.1936919763684273,1.502312021329999,1.502312021329999,5,2566.445109900087,513.2890219800174,502.7624350041151,525.3278450109065,8.894317784150935,514.2820058390498,525.3278450109065,525.3278450109065,5,3.619481809437275,0.723896361887455,0.5576480180025101,0.9231548756361008,0.17388343726282213,0.6389610935002565,0.9231548756361008,0.9231548756361008,5,877.3923150729388,175.47846301458776,167.7123699337244,185.87581091560423,7.420973576213668,176.2849041260779,185.87581091560423,185.87581091560423,5,877.9429087880999,175.58858175761998,167.80207795090973,186.0003548208624,7.4366616768342295,176.43786198459566,186.0003548208624,186.0003548208624,5,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5,57360.0,11472.0,11472.0,11472.0,0.0,11472.0,11472.0,11472.0,5,16352.0,3270.4,3266.0,3273.0,2.9664793948382653,3271.0,3273.0,3273.0,5,5
2026-06-02 15:07:49,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,last_token,prefill,16,1,16,,False,True,,,,,,1,0,probe_hook_qk,5,0.05153479604050517,0.01082786899060011,4.795008823229,4.857371488260105,5030.159959633235,314.3849974770772,41876.0625,179.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.8359375,0.0,430,18006706.875,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,430,562369.453125,1307.8359375,1307.8359375,1307.8359375,0.0,1307.8359375,1307.8359375,1307.8359375,19,57.509,5,0.05591497756540775,0.01118299551308155,0.010570045560598373,0.012001954019069672,0.0005479447121836226,0.011110911145806313,0.012001954019069672,0.012001954019069672,5,16.456545097753406,3.291309019550681,1.7246101051568985,4.8600600566715,1.4169370057146955,3.483413951471448,4.8600600566715,4.8600600566715,5,257.4658377561718,51.493167551234365,44.312032870948315,62.39339103922248,6.698687780114028,49.74962794221938,62.39339103922248,62.39339103922248,5,4.45882510393858,0.8917650207877159,0.7668901234865189,0.9529800154268742,0.07405247666202404,0.9234140161424875,0.9529800154268742,0.9529800154268742,5,23973.40934490785,4794.68186898157,3974.714834941551,5837.318517966196,860.7224110732705,4528.45044597052,5837.318517966196,5837.318517966196,5,23973.943006945774,4794.788601389155,3974.8157439753413,5837.428945116699,860.7274922521714,4528.56384892948,5837.428945116699,5837.428945116699,5,80.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,5,902200.0,180440.0,180440.0,180440.0,0.0,180440.0,180440.0,180440.0,5,16584.0,3316.8,3313.0,3321.0,3.5637059362410923,3316.0,3321.0,3321.0,5,5
2026-06-02 15:08:43,Qwen/Qwen2-1.5B-Instruct,float16,1,probe_hook_qk,attn_tracker,disk-st-async,last_token,prefill,16,32,16,,False,True,,,,,,1,0,probe_hook_qk,5,0.5888778887223453,0.010787218669429421,3.388043701183051,3.9877088085748253,434.81332353536783,869.6266470707357,41876.0625,179.4724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.44921875,0.0,357,14949754.3125,41876.0625,41876.0625,41876.0625,0.0,41876.0625,41876.0625,41876.0625,357,470329.37109375,1317.44921875,1317.44921875,1317.44921875,0.0,1317.44921875,1317.44921875,1317.44921875,20,53.666,5,0.06049382500350475,0.01209876500070095,0.010018935427069664,0.016991980373859406,0.0028239586792135987,0.011440832167863846,0.016991980373859406,0.016991980373859406,5,11.080825701355934,2.216165140271187,1.8382431007921696,2.867105882614851,0.39791641916618786,2.081820974126458,2.867105882614851,2.867105882614851,5,2944.151708856225,588.830341771245,576.3509159442037,597.7506469935179,9.35056463001096,589.4228329416364,597.7506469935179,597.7506469935179,5,5.7945651933550835,1.1589130386710167,0.8873469196259975,1.8871051725000143,0.42574812639192716,0.9171429555863142,1.8871051725000143,1.8871051725000143,5,16938.596348976716,3387.7192697953433,3123.79693496041,4155.999541049823,437.18234425120545,3187.9283599555492,4155.999541049823,4155.999541049823,5,16939.213539939374,3387.8427079878747,3123.9007299300283,4156.173267867416,437.20823171457516,3188.0271560512483,4156.173267867416,4156.173267867416,5,80.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,5,902200.0,180440.0,180440.0,180440.0,0.0,180440.0,180440.0,180440.0,5,16699.0,3339.8,3331.0,3350.0,8.700574693662482,3337.0,3350.0,3350.0,5,5
